Dompfaffenweg,1,35g,1,Rahlstedt,14,Rahlstedt,Wandsbek,22145
Dompfaffenweg,34,44,2,Rahlstedt,14,Rahlstedt,Wandsbek,22147
Dompfaffenweg,43a,57,1,Rahlstedt,14,Rahlstedt,Wandsbek,22147
Dompfaffenweg,2,32,2,Rahlstedt,14,Rahlstedt,Wandsbek,22145
Domstraße,9,19,1,Hamburg-Mitte,1,Hamburg-Altstadt,Hamburg-Mitte,20095
Domstraße,10,18,2,Hamburg-Mitte,1,Hamburg-Altstadt,Hamburg-Mitte,20095
Donauweg,1,23,1,Alstertal - Walddörfer,13,Sasel,Wandsbek,22393
Donauweg,2,28,2,Alstertal - Walddörfer,13,Sasel,Wandsbek,22393
Donnerstraße,1,43,1,Altona,3,Ottensen,Altona,22763
Donnerstraße,2,22,2,Altona,3,Ottensen,Altona,22763
Doormannsweg,8,42,2,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Eimsbüttel,Eimsbüttel,20259
Doormannsweg,7,45,1,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Eimsbüttel,Eimsbüttel,20259
Doppheide,1,9,3,Süderelbe,17,Neugraben-Fischbek,Harburg,21149
Doraustieg,2,8,2,Wandsbek,11,Tonndorf,Wandsbek,22045
Dorchgang,5,7,1,Alstertal - Walddörfer,13,Hummelsbüttel,Wandsbek,22339
Dorchgang,12,12,2,Alstertal - Walddörfer,13,Hummelsbüttel,Wandsbek,22339
Dorfanger,2,16,2,Billstedt - Wilhelmsburg - Finkenwerder,2,Wilhelmsburg,Hamburg-Mitte,21109
Dorfanger,1,15,1,Billstedt - Wilhelmsburg - Finkenwerder,2,Wilhelmsburg,Hamburg-Mitte,21109
Dorferbogen,2,44,2,Bergedorf,15,Ochsenwerder,Bergedorf,21037
Dorferbogen,3,43a,1,Bergedorf,15,Ochsenwerder,Bergedorf,21037
Dorferbogen,49,51,1,Bergedorf,15,Spadenland,Bergedorf,21037
Dorferbogen,54,78,2,Bergedorf,15,Spadenland,Bergedorf,21037
Dorferweg,7,7,1,Bergedorf,15,Ochsenwerder,Bergedorf,21037
Dorferweg,2,10,2,Bergedorf,15,Ochsenwerder,Bergedorf,21037
Dorfgang,4,16,2,Hamburg-Mitte,1,Hamm,Hamburg-Mitte,20535
Dorfgang,3,3,1,Hamburg-Mitte,1,Hamm,Hamburg-Mitte,20535
Dorfgrund,1,9,1,Alstertal - Walddörfer,13,Wohldorf-Ohlstedt,Wandsbek,22397
Dorfgrund,2,8,2,Alstertal - Walddörfer,13,Wohldorf-Ohlstedt,Wandsbek,22397
Dorfkoppel,1,25,1,Alstertal - Walddörfer,13,Poppenbüttel,Wandsbek,22399
Dorfkoppel,2,48a,2,Alstertal - Walddörfer,13,Poppenbüttel,Wandsbek,22399
Dorflageweg,21a,21h,1,Süderelbe,17,Neugraben-Fischbek,Harburg,21149
Dorflageweg,6,24,2,Süderelbe,17,Neugraben-Fischbek,Harburg,21149
Dorfstieg,2a,20,2,Billstedt - Wilhelmsburg - Finkenwerder,2,Wilhelmsburg,Hamburg-Mitte,21109
Dorfstieg,1,15,1,Billstedt - Wilhelmsburg - Finkenwerder,2,Wilhelmsburg,Hamburg-Mitte,21109
Dorfstücken,2,8,2,Wandsbek,11,Wandsbek,Wandsbek,22047
Dorfwinkel,1a,15,1,Alstertal - Walddörfer,13,Volksdorf,Wandsbek,22359
Dorfwinkel,2,8,2,Alstertal - Walddörfer,13,Volksdorf,Wandsbek,22359
Döringweg,1a,9,1,Lokstedt - Niendorf - Schnelsen,7,Lokstedt,Eimsbüttel,22529
Döringweg,2a,6e,2,Lokstedt - Niendorf - Schnelsen,7,Lokstedt,Eimsbüttel,22529
Dormienstraße,2,14,2,Altona-West,4,Blankenese,Altona,22587
Dormienstraße,1,21a,1,Altona-West,4,Blankenese,Altona,22587
Dornbusch,2,4,2,Hamburg-Mitte,1,Hamburg-Altstadt,Hamburg-Mitte,20095
Dornenkamp,2,4,2,Alstertal - Walddörfer,13,Hummelsbüttel,Wandsbek,22339
Dornenkamp,1,3,1,Alstertal - Walddörfer,13,Hummelsbüttel,Wandsbek,22339
Dornröschenweg,1,31,1,Lokstedt - Niendorf - Schnelsen,7,Schnelsen,Eimsbüttel,22457
Dornröschenweg,2,24b,2,Lokstedt - Niendorf - Schnelsen,7,Schnelsen,Eimsbüttel,22457
Dornstücken,2,14,2,Altona-West,4,Groß Flottbek,Altona,22607
Dornstücken,9,25,1,Altona-West,4,Groß Flottbek,Altona,22607
Dornstückenweg,2,10,2,Altona-West,4,Groß Flottbek,Altona,22607
Dornstückenweg,1,9,1,Altona-West,4,Groß Flottbek,Altona,22607
Dorothea-Bernstein-Weg,1,15,1,Barmbek - Uhlenhorst - Dulsberg,9,Uhlenhorst,Hamburg-Nord,22081
Dorothea-Bernstein-Weg,4,68,2,Barmbek - Uhlenhorst - Dulsberg,9,Uhlenhorst,Hamburg-Nord,22081
Dorothea-Buck-Straße,2,16,2,Bramfeld – Farmsen-Berne – Steilshoop,12,Farmsen-Berne,Wandsbek,22159
Dorothea-Buck-Straße,1,5,1,Bramfeld – Farmsen-Berne – Steilshoop,12,Farmsen-Berne,Wandsbek,22159
Dorothea-Gartmann-Straße,1,3g,1,Billstedt - Wilhelmsburg - Finkenwerder,2,Wilhelmsburg,Hamburg-Mitte,21107
Dorothea-Kasten-Straße,2,8,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Alsterdorf,Hamburg-Nord,22297
Dorothea-Kasten-Straße,1,5,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Alsterdorf,Hamburg-Nord,22297
Dorotheenstraße,10,140,2,Eppendorf – Winterhude – Hoheluft-Ost,8,Winterhude,Hamburg-Nord,22301
Dorotheenstraße,123,161,1,Eppendorf – Winterhude – Hoheluft-Ost,8,Winterhude,Hamburg-Nord,22299
Dorotheenstraße,142,190,2,Eppendorf – Winterhude – Hoheluft-Ost,8,Winterhude,Hamburg-Nord,22299
Dorotheenstraße,1,119,1,Eppendorf – Winterhude – Hoheluft-Ost,8,Winterhude,Hamburg-Nord,22301
Dörpfeldstieg,1,8,3,Altona-West,4,Osdorf,Altona,22609
Dörpfeldstraße,2,56,2,Altona-West,4,Osdorf,Altona,22609
Dörpfeldstraße,1,59,1,Altona-West,4,Osdorf,Altona,22609
Dörpkamp,1,7,1,Eidelstedt – Stellingen – Eimsbüttel-West,6,Stellingen,Eimsbüttel,22527
Dörpkamp,2,8,2,Eidelstedt – Stellingen – Eimsbüttel-West,6,Stellingen,Eimsbüttel,22527
Dorpsfelde,3,9a,1,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eidelstedt,Eimsbüttel,22527
Dorpsfelde,2,10,2,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eidelstedt,Eimsbüttel,22527
Dörpsweg,2,46,2,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eidelstedt,Eimsbüttel,22527
Dörpsweg,1,81,1,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eidelstedt,Eimsbüttel,22527
Dortmunder Straße,2,56,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Langenhorn,Hamburg-Nord,22419
Dortmunder Straße,1,23,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Langenhorn,Hamburg-Nord,22419
Döscherstraße,20,20,2,Barmbek - Uhlenhorst - Dulsberg,9,Barmbek-Süd,Hamburg-Nord,22083
Döscherstraße,1,19,1,Barmbek - Uhlenhorst - Dulsberg,9,Barmbek-Süd,Hamburg-Nord,22083
Dosestraße,1,13,1,Altona,3,Altona-Altstadt,Altona,22767
Dosestraße,2,66,2,Altona,3,Altona-Altstadt,Altona,22767
Dosseweg,1,13,1,Altona-West,4,Lurup,Altona,22547
Dosseweg,2,22,2,Altona-West,4,Lurup,Altona,22547
Dotzauerweg,2,6,2,Wandsbek,11,Wandsbek,Wandsbek,22041
Dovenfleet,1,1d,1,Hamburg-Mitte,1,Hamburg-Altstadt,Hamburg-Mitte,20457
Doverkamp,1,17,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Fuhlsbüttel,Hamburg-Nord,22335
Doverkamp,2,24,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Fuhlsbüttel,Hamburg-Nord,22335
Drachenstieg,3,19,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Ohlsdorf,Hamburg-Nord,22337
Drachenstieg,2a,18,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Ohlsdorf,Hamburg-Nord,22337
Dradenaubrücke,1,1a,1,Billstedt - Wilhelmsburg - Finkenwerder,2,Waltershof,Hamburg-Mitte,21129
Dradenauer Deichweg,2,2,2,Süderelbe,17,Altenwerder,Harburg,21129
Dradenauer Deichweg,1,7,1,Süderelbe,17,Altenwerder,Harburg,21129
Dradenauer Hauptdeich,3,17,1,Süderelbe,17,Altenwerder,Harburg,21129
Dradenaustraße,4,20,2,Billstedt - Wilhelmsburg - Finkenwerder,2,Waltershof,Hamburg-Mitte,21129
Dradenaustraße,1,35,1,Billstedt - Wilhelmsburg - Finkenwerder,2,Waltershof,Hamburg-Mitte,21129
Dragonerstall,9,15,3,Hamburg-Mitte,1,Neustadt,Hamburg-Mitte,20355
Dramburger Weg,1,11,1,Rahlstedt,14,Rahlstedt,Wandsbek,22147
Dramburger Weg,2a,12,2,Rahlstedt,14,Rahlstedt,Wandsbek,22147
Dratelnstraße,16,32c,2,Billstedt - Wilhelmsburg - Finkenwerder,2,Wilhelmsburg,Hamburg-Mitte,21109
Dratelnstraße,17,31a,1,Billstedt - Wilhelmsburg - Finkenwerder,2,Wilhelmsburg,Hamburg-Mitte,21109
Drehbahn,1,54,3,Hamburg-Mitte,1,Neustadt,Hamburg-Mitte,20354
Dreieck,1,3,1,Billstedt - Wilhelmsburg - Finkenwerder,2,Wilhelmsburg,Hamburg-Mitte,21107
Dreieck,2,8,2,Billstedt - Wilhelmsburg - Finkenwerder,2,Wilhelmsburg,Hamburg-Mitte,21107
Dreieckskoppel,5a,13a,1,Rahlstedt,14,Rahlstedt,Wandsbek,22145
Dreieckskoppel,2a,48,2,Rahlstedt,14,Rahlstedt,Wandsbek,22145
Dreieichenweg,1,19,1,Bergedorf,15,Bergedorf,Bergedorf,21029
Dreieichenweg,2,14,2,Bergedorf,15,Bergedorf,Bergedorf,21029
Dreistücken,2,20,2,Eppendorf – Winterhude – Hoheluft-Ost,8,Winterhude,Hamburg-Nord,22297
Dreistücken,1,21,1,Eppendorf – Winterhude – Hoheluft-Ost,8,Winterhude,Hamburg-Nord,22297
Drevesweg,2,2,2,Billstedt - Wilhelmsburg - Finkenwerder,2,Veddel,Hamburg-Mitte,20539
Dreyerpfad,1,31,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Langenhorn,Hamburg-Nord,22415
Dreyerpfad,2,60,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Langenhorn,Hamburg-Nord,22415
Drieschweg,8,8,2,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eidelstedt,Eimsbüttel,22523
Drieschweg,11,13,1,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eidelstedt,Eimsbüttel,22523
Driftstieg,4,18,2,Altona,3,Bahrenfeld,Altona,22607
Driftstücken,2,10f,2,Altona-West,4,Sülldorf,Altona,22589
Driftstücken,1,9e,1,Altona-West,4,Sülldorf,Altona,22589
Dringsheide,2,76,2,Billstedt - Wilhelmsburg - Finkenwerder,2,Billstedt,Hamburg-Mitte,22119
Dringsheide,1,33,1,Billstedt - Wilhelmsburg - Finkenwerder,2,Billstedt,Hamburg-Mitte,22119
Dritte Meile,50,50,2,Süderelbe,17,Neugraben-Fischbek,Harburg,21147
Dritte Meile,1,3,1,Süderelbe,17,Neugraben-Fischbek,Harburg,21149
Dritte Meile,2a,6b,2,Süderelbe,17,Neugraben-Fischbek,Harburg,21149
Dritte Meile,9,95,1,Süderelbe,17,Neugraben-Fischbek,Harburg,21147
Dritte Twiete,1,3,1,Harburg,16,Harburg,Harburg,21073
Dritte Twiete,2,6,2,Harburg,16,Harburg,Harburg,21073
Drögenkamp,3,5,1,Altona,3,Bahrenfeld,Altona,22607
Drögensee,1,39b,1,Alstertal - Walddörfer,13,Duvenstedt,Wandsbek,22397
Drögensee,4a,40,2,Alstertal - Walddörfer,13,Duvenstedt,Wandsbek,22397
Drögestraße,2,22,2,Barmbek - Uhlenhorst - Dulsberg,9,Barmbek-Nord,Hamburg-Nord,22305
Drögestraße,1,7,1,Barmbek - Uhlenhorst - Dulsberg,9,Barmbek-Nord,Hamburg-Nord,22305
Dröögsiet,6,36,2,Billstedt - Wilhelmsburg - Finkenwerder,2,Billstedt,Hamburg-Mitte,22115
Droopweg,1,49,1,Hamburg-Mitte,1,Hamm,Hamburg-Mitte,20537
Droopweg,2,34,2,Hamburg-Mitte,1,Hamm,Hamburg-Mitte,20537
Drosselbartweg,1a,1b,1,Billstedt - Wilhelmsburg - Finkenwerder,2,Billstedt,Hamburg-Mitte,22119
Drosselbartweg,2,2,2,Billstedt - Wilhelmsburg - Finkenwerder,2,Billstedt,Hamburg-Mitte,22119
Drosselstieg,19,19,1,Alstertal - Walddörfer,13,Poppenbüttel,Wandsbek,22399
Drosselstraße,1,37,1,Barmbek - Uhlenhorst - Dulsberg,9,Barmbek-Nord,Hamburg-Nord,22305
Drosselstraße,2,40,2,Barmbek - Uhlenhorst - Dulsberg,9,Barmbek-Nord,Hamburg-Nord,22305
Droste-Hülshoff-Straße,4,24,2,Altona-West,4,Osdorf,Altona,22609
Droste-Hülshoff-Straße,3,41,1,Altona-West,4,Osdorf,Altona,22609
Droysenstraße,7,59,1,Altona,3,Othmarschen,Altona,22605
Droysenstraße,8,70,2,Altona,3,Othmarschen,Altona,22605
Druckerstraße,1,65g,1,Billstedt - Wilhelmsburg - Finkenwerder,2,Billstedt,Hamburg-Mitte,22117
Druckerstraße,4,58,2,Billstedt - Wilhelmsburg - Finkenwerder,2,Billstedt,Hamburg-Mitte,22117
Dubben,1,11,1,Süderelbe,17,Hausbruch,Harburg,21147
Dubben,2,8,2,Süderelbe,17,Hausbruch,Harburg,21147
Dubbenwinkel,3,11,1,Süderelbe,17,Hausbruch,Harburg,21147
Dudenweg,7,15,1,Billstedt - Wilhelmsburg - Finkenwerder,2,Billstedt,Hamburg-Mitte,22117
Dudenweg,4,20,2,Billstedt - Wilhelmsburg - Finkenwerder,2,Billstedt,Hamburg-Mitte,22117
Duderstädter Weg,10,10,2,Lokstedt - Niendorf - Schnelsen,7,Niendorf,Eimsbüttel,22453
Duderstädter Weg,1,13,1,Lokstedt - Niendorf - Schnelsen,7,Niendorf,Eimsbüttel,22453
Duisburger Straße,2,28,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Langenhorn,Hamburg-Nord,22419
Duisburger Straße,1,31,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Langenhorn,Hamburg-Nord,22419
Dulsberg-Nord,13,71c,1,Barmbek - Uhlenhorst - Dulsberg,9,Dulsberg,Hamburg-Nord,22049
Dulsberg-Süd,1,26,3,Barmbek - Uhlenhorst - Dulsberg,9,Dulsberg,Hamburg-Nord,22049
Dunckersweg,1a,43c,1,Hamburg-Mitte,1,Horn,Hamburg-Mitte,22111
Dunckersweg,4,20,2,Hamburg-Mitte,1,Horn,Hamburg-Mitte,22111
Dünenweg,1,55,1,Bergedorf,15,Lohbrügge,Bergedorf,21033
Dünenweg,2,90,2,Bergedorf,15,Lohbrügge,Bergedorf,21033
Düngelskamp,3,19,1,Eidelstedt – Stellingen – Eimsbüttel-West,6,Stellingen,Eimsbüttel,22527
Düngelskamp,8,28,2,Eidelstedt – Stellingen – Eimsbüttel-West,6,Stellingen,Eimsbüttel,22527
Düpenautal,1,9d,1,Altona-West,4,Osdorf,Altona,22589
Düpenautal,4a,32,2,Altona-West,4,Osdorf,Altona,22589
Düpenautal,34,36,2,Altona-West,4,Iserbrook,Altona,22589
Düpheid,3,63,1,Rahlstedt,14,Rahlstedt,Wandsbek,22149
Düpheid,6,60,2,Rahlstedt,14,Rahlstedt,Wandsbek,22149
Düppelstraße,2,24,2,Altona,3,Altona-Nord,Altona,22769
Düppelstraße,1,27,1,Altona,3,Altona-Nord,Altona,22769
Düpweg,1,19b,1,Lokstedt - Niendorf - Schnelsen,7,Niendorf,Eimsbüttel,22459
Düpweg,2,22,2,Lokstedt - Niendorf - Schnelsen,7,Niendorf,Eimsbüttel,22459
Durchdeich,47,199,1,Bergedorf,15,Kirchwerder,Bergedorf,21037
Durchdeich,2,176,2,Bergedorf,15,Kirchwerder,Bergedorf,21037
Durchdeich,5,13a,1,Bergedorf,15,Ochsenwerder,Bergedorf,21037
Durchdeich,19,45,1,Bergedorf,15,Ochsenwerder,Bergedorf,21037
Durchschnitt,2,32,2,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Rotherbaum,Eimsbüttel,20146
Durchschnitt,1,29,1,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Rotherbaum,Eimsbüttel,20146
Dürenackersweg,13,41,1,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eidelstedt,Eimsbüttel,22523
Dürenackersweg,2a,44,2,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eidelstedt,Eimsbüttel,22523
Dürerstraße,2,8,2,Altona-West,4,Groß Flottbek,Altona,22607
Dürerstraße,1,13,1,Altona-West,4,Groß Flottbek,Altona,22607
Duschweg,1,35,1,Altona,3,Altona-Nord,Altona,22769
Duschweg,10,22,2,Altona,3,Altona-Nord,Altona,22769
Dusiplatz,1a,11,3,Bergedorf,15,Bergedorf,Bergedorf,21035
Düsternstraße,1,3,1,Hamburg-Mitte,1,Neustadt,Hamburg-Mitte,20355
Düsternstraße,2,24,2,Hamburg-Mitte,1,Neustadt,Hamburg-Mitte,20355
Düsterntwiete,1,83,1,Altona-West,4,Osdorf,Altona,22549
Düsterntwiete,2,74,2,Altona-West,4,Osdorf,Altona,22549
Duvenacker,11,17,1,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eidelstedt,Eimsbüttel,22523
Duvenacker,2,8o,2,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eidelstedt,Eimsbüttel,22523
Duvenstedter Berg,1,69,1,Alstertal - Walddörfer,13,Duvenstedt,Wandsbek,22397
Duvenstedter Berg,2,80,2,Alstertal - Walddörfer,13,Duvenstedt,Wandsbek,22397
Duvenstedter Damm,2,72,2,Alstertal - Walddörfer,13,Duvenstedt,Wandsbek,22397
Duvenstedter Damm,7a,57,1,Alstertal - Walddörfer,13,Duvenstedt,Wandsbek,22397
Duvenstedter Markt,5,7,1,Alstertal - Walddörfer,13,Duvenstedt,Wandsbek,22397
Duvenstedter Markt,2,12,2,Alstertal - Walddörfer,13,Duvenstedt,Wandsbek,22397
Duvenstedter Triftweg,59,251,1,Alstertal - Walddörfer,13,Wohldorf-Ohlstedt,Wandsbek,22397
Duvenstedter Triftweg,4,202,2,Alstertal - Walddörfer,13,Wohldorf-Ohlstedt,Wandsbek,22397
Duvenstedter Triftweg,1,19,1,Alstertal - Walddörfer,13,Duvenstedt,Wandsbek,22397
Duvenwischen,1,45,1,Alstertal - Walddörfer,13,Volksdorf,Wandsbek,22359
Duvenwischen,2,70,2,Alstertal - Walddörfer,13,Volksdorf,Wandsbek,22359
Duwockskamp,1,35,1,Bergedorf,15,Bergedorf,Bergedorf,21029
Duwockskamp,2,48,2,Bergedorf,15,Bergedorf,Bergedorf,21029
Dwarspriel,2,11,3,Billstedt - Wilhelmsburg - Finkenwerder,2,Finkenwerder,Hamburg-Mitte,21129
Dwarstwiet,6,12a,2,Bergedorf,15,Bergedorf,Bergedorf,21035
Dwarstwiet,3,17,1,Bergedorf,15,Bergedorf,Bergedorf,21035
Dwasweg,2,4,2,Bramfeld – Farmsen-Berne – Steilshoop,12,Farmsen-Berne,Wandsbek,22159
Dwasweg,1,3,1,Bramfeld – Farmsen-Berne – Steilshoop,12,Farmsen-Berne,Wandsbek,22159
Dweerblöcken,1,75,1,Alstertal - Walddörfer,13,Sasel,Wandsbek,22393
Dweerblöcken,2,70c,2,Alstertal - Walddörfer,13,Sasel,Wandsbek,22393
Dweerlandweg,100,104a,2,Bergedorf,15,Billwerder,Bergedorf,22113
Dweermoor,20,20a,2,Alstertal - Walddörfer,13,Hummelsbüttel,Wandsbek,22417
Dwengerkamp,3,9,1,Bergedorf,15,Allermöhe,Bergedorf,21035
Ebeersreye,44,120,2,Bramfeld – Farmsen-Berne – Steilshoop,12,Farmsen-Berne,Wandsbek,22159
Ebeersreye,1,111l,1,Bramfeld – Farmsen-Berne – Steilshoop,12,Farmsen-Berne,Wandsbek,22159
Ebeersweg,1,13,1,Bramfeld – Farmsen-Berne – Steilshoop,12,Farmsen-Berne,Wandsbek,22159
Ebeersweg,4a,12,2,Bramfeld – Farmsen-Berne – Steilshoop,12,Farmsen-Berne,Wandsbek,22159
Ebelingplatz,2,8,2,Hamburg-Mitte,1,Hamm,Hamburg-Mitte,20537
Ebelingplatz,1,9,1,Hamburg-Mitte,1,Hamm,Hamburg-Mitte,20537
Ebelingstraße,2,8,2,Harburg,16,Harburg,Harburg,21073
Ebelingstraße,1,19,1,Harburg,16,Harburg,Harburg,21073
Ebereschenweg,1,9,1,Altona-West,4,Blankenese,Altona,22587
Ebereschenweg,2,8,2,Altona-West,4,Blankenese,Altona,22587
Eberhardstraße,1,9,1,Wandsbek,11,Wandsbek,Wandsbek,22041
Eberhardstraße,2,12,2,Wandsbek,11,Wandsbek,Wandsbek,22041
Eberhofstieg,2a,22,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Langenhorn,Hamburg-Nord,22415
Eberhofstieg,1a,23,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Langenhorn,Hamburg-Nord,22415
Eberhofweg,40,98,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Langenhorn,Hamburg-Nord,22415
Eberhofweg,63,93c,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Langenhorn,Hamburg-Nord,22415
Eberkamp,2,26,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Groß Borstel,Hamburg-Nord,22453
Eberkamp,15,21,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Groß Borstel,Hamburg-Nord,22453
Ebersmoorweg,2,12,2,Rahlstedt,14,Rahlstedt,Wandsbek,22143
Ebersmoorweg,1,23,1,Rahlstedt,14,Rahlstedt,Wandsbek,22143
Ebersteinweg,2a,12,2,Lokstedt - Niendorf - Schnelsen,7,Niendorf,Eimsbüttel,22455
Ebersteinweg,1,19,1,Lokstedt - Niendorf - Schnelsen,7,Niendorf,Eimsbüttel,22455
Ebertallee,59,207,1,Altona,3,Bahrenfeld,Altona,22607
Ebertallee,1,57,1,Altona-West,4,Groß Flottbek,Altona,22607
Ebertallee,58,236,2,Altona,3,Bahrenfeld,Altona,22607
Ebertallee,4,54,2,Altona-West,4,Groß Flottbek,Altona,22607
Ebner-Eschenbach-Weg,2,32,2,Bergedorf,15,Neuallermöhe,Bergedorf,21035
Ebner-Eschenbach-Weg,1,53,1,Bergedorf,15,Neuallermöhe,Bergedorf,21035
Eckenerstraße,1,13,1,Wandsbek,11,Tonndorf,Wandsbek,22045
Eckenerstraße,2,12a,2,Wandsbek,11,Tonndorf,Wandsbek,22045
Eckerkamp,2,158,2,Alstertal - Walddörfer,13,Wellingsbüttel,Wandsbek,22391
Eckerkamp,1,143,1,Alstertal - Walddörfer,13,Wellingsbüttel,Wandsbek,22391
Eckerkoppel,1,125,1,Bramfeld – Farmsen-Berne – Steilshoop,12,Farmsen-Berne,Wandsbek,22159
Eckerkoppel,2,146,2,Bramfeld – Farmsen-Berne – Steilshoop,12,Farmsen-Berne,Wandsbek,22159
Eckerkoppel,152,208,2,Wandsbek,11,Wandsbek,Wandsbek,22047
Eckerkoppel,131,153,1,Wandsbek,11,Wandsbek,Wandsbek,22047
Eckermannstraße,1,5,1,Billstedt - Wilhelmsburg - Finkenwerder,2,Wilhelmsburg,Hamburg-Mitte,21107
Eckermannstraße,4,12,2,Billstedt - Wilhelmsburg - Finkenwerder,2,Wilhelmsburg,Hamburg-Mitte,21107
Eckernförder Straße,2,12,2,Altona,3,Altona-Nord,Altona,22769
Eckernförder Straße,70,79,3,Altona,3,Altona-Nord,Altona,22769
Eckernförder Straße,1,69,1,Altona,3,Altona-Nord,Altona,22769
Eckernwoort,2,22,2,Altona-West,4,Groß Flottbek,Altona,22607
Eckernwoort,3,17,1,Altona-West,4,Groß Flottbek,Altona,22607
Eckerwiese,1,11e,1,Bramfeld – Farmsen-Berne – Steilshoop,12,Farmsen-Berne,Wandsbek,22159
Eckerwiese,2,24d,2,Bramfeld – Farmsen-Berne – Steilshoop,12,Farmsen-Berne,Wandsbek,22159
Eckhoffplatz,1,15,1,Altona-West,4,Lurup,Altona,22547
Eckhoffplatz,8,34,2,Altona-West,4,Lurup,Altona,22547
Eckloßberg,1,23,1,Alstertal - Walddörfer,13,Wellingsbüttel,Wandsbek,22391
Eckloßberg,2,32,2,Alstertal - Walddörfer,13,Wellingsbüttel,Wandsbek,22391
Eckmannsweg,1,11,1,Barmbek - Uhlenhorst - Dulsberg,9,Barmbek-Nord,Hamburg-Nord,22307
Eckmannsweg,2,8,2,Barmbek - Uhlenhorst - Dulsberg,9,Barmbek-Nord,Hamburg-Nord,22307
Eckweg,2a,6d,2,Bramfeld – Farmsen-Berne – Steilshoop,12,Farmsen-Berne,Wandsbek,22159
Eckweg,7,19,1,Bramfeld – Farmsen-Berne – Steilshoop,12,Farmsen-Berne,Wandsbek,22159
Eddelbüttelkamp,1,7,1,Harburg,16,Marmstorf,Harburg,21077
Eddelbüttelkamp,2,6,2,Harburg,16,Marmstorf,Harburg,21077
Eddelbüttelstraße,2,50,2,Harburg,16,Harburg,Harburg,21073
Eddelbüttelstraße,1,61,1,Harburg,16,Harburg,Harburg,21073
Edelheide,2,16,2,Süderelbe,17,Neugraben-Fischbek,Harburg,21149
Edelheide,1,23,1,Süderelbe,17,Neugraben-Fischbek,Harburg,21149
Edelweißweg,1,19g,1,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eidelstedt,Eimsbüttel,22523
Edelweißweg,4a,16g,2,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eidelstedt,Eimsbüttel,22523
Edgar-Roß-Straße,4,22,2,Eppendorf – Winterhude – Hoheluft-Ost,8,Eppendorf,Hamburg-Nord,20251
Edgar-Roß-Straße,1,21,1,Eppendorf – Winterhude – Hoheluft-Ost,8,Eppendorf,Hamburg-Nord,20251
Edith-Stein-Platz,1,7,3,Bergedorf,15,Neuallermöhe,Bergedorf,21035
Edmund-Siemers-Allee,1,1,1,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Rotherbaum,Eimsbüttel,20146
Eduard-Duckesz-Straße,1,3,1,Altona,3,Altona-Nord,Altona,22765
Eduard-Duckesz-Straße,2,8,2,Altona,3,Altona-Nord,Altona,22765
Eduard-Reichenbaum-Weg,1,11,1,Lokstedt - Niendorf - Schnelsen,7,Schnelsen,Eimsbüttel,22457
Eduard-Reichenbaum-Weg,2,14,2,Lokstedt - Niendorf - Schnelsen,7,Schnelsen,Eimsbüttel,22457
Eduard-Rhein-Ufer,1,1,1,Barmbek - Uhlenhorst - Dulsberg,9,Uhlenhorst,Hamburg-Nord,22087
Eduardstraße,2,52d,2,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eimsbüttel,Eimsbüttel,20257
Eduardstraße,1,43c,1,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eimsbüttel,Eimsbüttel,20257
